"year","variable_id","value","display_name","accounting_block","sector_boundary","accounting_concept","nominal_or_real","role","status","source_stage","source_file","source_column","unit","allowed_use","prohibited_use","notes"
1950,"NFC_TRANSFERS_NET",601,"NFC business current transfers net","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_UNDISTRIBUTED",7596,"NFC undistributed profits with IVA and CCAdj","surplus_distribution","NFC","UNDISTRIBUTED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"P_Y_NFC_GVA_IMPLICIT_SOURCE",18.2423645598726,"P_Y_NFC_GVA_IMPLICIT_SOURCE","output_value_added","NFC","deflator_or_price_support","price_index","output_value_added_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_output_price_objects_long.csv","value_index_2017","Index 2017=100","same-boundary NFC GVA deflation support","CORP/FIN deflator relabeling; productive capacity; capacity utilization","S11B and S11C confirmed the same-boundary source-level derivation | Reconstructed from T11400 lines 17 and 41. | Same-boundary NFC support only; not used as CORP or FIN deflator."
1950,"pKN_capacity",1.0019716128658,"D06 capacity weighted guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME_PLUS_NRC","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_capacity","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with total-capital price object","Current-cost capacity divided by real capacity, scaled consistently with D06. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"pKN_ME",1101.90842795405,"D06 ME guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_ME","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with S12D/S29C recursive price object","D05/D06 guarded pKN price support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"pKN_NRC",0.580744906047822,"D06 NRC guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_NRC","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with S12D/S29C recursive price object","D05/D06 guarded pKN price support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"Y_REAL_NFC_GVA_BASELINE",848936,"Authoritative real NFC gross value added level","output_value_added","NFC","GVA","real","output_value_added_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","real_output_value","Millions of 2017-price-equivalent dollars","baseline realized output level for D07 level/accounting panel","productive capacity; capacity utilization; corporate or financial real residual output","S30A authorizes this as the real output baseline. | No corporate or financial real residual output is constructed."
1951,"CORP_CFC",15136,"Corporate consumption of fixed capital","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_COMP",114553,"Corporate compensation of employees","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_COMPENSATION_SHARE_GVA",0.61656915566416,"Corporate compensation share of GVA","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate wage share is robustness/reconciliation below the NFC baseline. | Already constructed S30B accounting ratio consumed without recomputation."
1951,"CORP_COMPENSATION_SHARE_NVA",0.671254870938443,"Corporate compensation share of NVA","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate net-value-added wage share is robustness/reconciliation below the NFC baseline. | Already constructed S30B accounting ratio consumed without recomputation."
1951,"CORP_DIVIDENDS_NET",7663,"Corporate net dividends","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_GVA",185791,"Corporate gross value added","output_value_added; surplus_distribution","CORP","GVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation and robustness level; corporate reconciliation, robustness, and accounting comparison","productive-origin baseline; real CORP output unless directly validated; clean productive-origin surplus baseline without NFC gate","Corporate legal boundary is reconciliation, not clean productive-origin baseline.; Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_NET_INT",-222,"Corporate net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","CORP","NONE_NOT_APPLICABLE; NET_INTEREST_AND_MISC_PAYMENTS","nominal_or_ratio; nominal","surplus_accounting_ingredient; candidate_only","AUTHORIZED_FOR_D07_LEVEL_PANEL; CANDIDATE_ONLY_REQUIRES_CROSSWALK","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison; candidate audit trail only","clean productive-origin surplus baseline without NFC gate; baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline.; Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_NOS",40249,"Corporate net operating surplus","surplus_distribution","CORP","NOS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_NVA",170655,"Corporate net value added","output_value_added; surplus_distribution","CORP","NVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation and robustness level; corporate reconciliation, robustness, and accounting comparison","productive-origin baseline; real CORP output unless directly validated; clean productive-origin surplus baseline without NFC gate","Corporate net value-added reconciliation line.; Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_PAT",18805,"Corporate profits after tax","surplus_distribution","CORP","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_PBT",39909,"Corporate profits before tax","surplus_distribution","CORP","PBT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_TAX",22304,"Corporate income taxes","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_TRANSFERS_NET",1017,"Corporate business current transfers net","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1951,"CORP_UNDISTRIBUTED",9487,"Corporate undistributed profits with IVA and CCAdj","surplus_distribution","CORP","UNDISTRIBUTED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
